id,company,tweet
4894,GrandTheftAuto(GTA),Sad I got a point to say anyone say gta 6 look crazy get life stop saying everything that happens in real life comparing to video game that is not even out your sad piece of shit people there lady that got hit by that car just lost her life show respect or could be u
533,ApexLegends,Communication is Key. We bust they ASS 😂
12997,Xbox(Xseries),This is a really disappointing move by Remedy. Bought Control day one with the season pass but will only get the PS5 upgrade if I rebuy everything again repackaged in the Ultimate Edition??
287,Amazon,"Dart Against Humanity Ep. 79 (S5 E4): The New Not Normal

Apple: itunes.apple.com/us/podcast/dar…

Google: google.com/podcasts?feed=…

Google Play: play.google.com/music/listen#/…

Spotify: open.spotify.com/show/7oyFdHIm6…

iHeartRadio: iheart.com/podcast/256-da…

Pandora: pandora.com/podcast/dart-a…

*Amazon Alexa https://t.co/uCZfIRX9Ip"
5285,Hearthstone,"Too greedy?
#Hearthstone pic.twitter.com/caa4J0ZUKF"
10496,RedDeadRedemption(RDR),Planning on spending my entire night playing Red Dead Redemption and getting stoned and I have absolutely no regrets
6850,johnson&johnson,A San Diego Superior Court judge ordered Johnson & Johnson to pay $343.99 million for hiding the dangers and risks of its surgical mesh product for women. on.nbc7.com/ZLL0BIq
10262,PlayerUnknownsBattlegrounds(PUBG),xboxaimbot.com is the greatest site  to get free modz  #fortnite #pubg #aimbot #cheats #apex #xbox #playstation #gamer #xboxone #vbucks #switch #warzone #pubgmobile
2195,CallOfDuty,Fuck my mates #CallOfDuty #ModernWarfare #CallOfDutyModernWarfare #PS4 #PS4share pic.twitter.com/rq7o2ruIAP
4471,Google,@Google and @Apple can you explain promoting a slave market in Kuwait through your apps?????? I am disgusted.
4359,CS-GO,"tHIS IS ACTUALLY A GOOD MOVE TOT BRING MORE VIEWERS.

I was one of those people who got hooked into csgo by watching tournaments first before playing the game. And seeing these players grew is like a netflix docu series for me. Can't wait for 2021."
6091,FIFA,So #Maria was playing FIFA today.
1428,Battlefield,A ban for Battlefield 4 player SasoByte has occurred SEE DETAILS: bf4db.com/player/ban/890…
3525,Facebook,So glad I never joined Facebook.
300,Amazon,"I like the idea behind this and whah it stands for, but don’t see this working"
4373,CS-GO,Congratulations to UC CS:GO A taking it 3-2 over NKU A in the runback last night to win their bracket! Amazing play from all members of the team
7365,LeagueOfLegends,Check out my video! #LeagueofLegends | Captured by #Outplayed #2020alienwaregames pic.twitter.com/szd2mKYyty
1551,Battlefield,"Really good in-depth video, highly recommend."
10585,RedDeadRedemption(RDR),"RED DEAD REDEMPTION 2 
#RDOnline #RDR2
#DailyChallengers
by simba pic.twitter.com/OeBblXui9L"
3671,Cyberpunk2077,"Everyone know the story of true life-long friendship, but not everyone knows how big chunk of your life is missing when those ends for some reason. Big THANKS @Marykhln for filling that void with great vibes and conversations."
3185,Dota2,"The professional dota 2 scene is fucking exploding and I completely welcome it.

Get the garbage out."
2962,Dota2,guess i'll broke.
6303,FIFA,HOW DID I MISS THIS I CANT EVEN BLAME SCHOOL ARE YOU KIDDING ME
4574,Google,Well that's not helping to reassure me my data is safe with @google
7948,MaddenNFL,Yassss! My team!! RAVENS!!
6218,FIFA,Playing fifa with my girl.  She got her first goal against me and someone won’t shut up 😩
8033,Microsoft,my dick is microsoft
8373,Microsoft,"I may not be the first to observe this, but MacOS has had _all_ the developers who make the internet go, for a decade and a half, and the entire time they have been like ""lol fuck off""

Microsoft is buying up open source these days. Perhaps a developer-centric laptop is next"
5532,Hearthstone,"Thanks for watching me play #Hearthstone tonight!

Thanks for getting into the giveaway! 

New earlier stream coming for the EU contingency! https://t.co/7vDZ9rIw6Z"
9449,Overwatch,They might not be the last team that has to make this difficult decision. #update #overwatchleague #nyxl #overwatch #overwatch2 #blizzard #games #lockdown pic.twitter.com/dI1HTl4mcV
4880,GrandTheftAuto(GTA),"Love GTA San Andreas and red death redemption, also I still have my old ps3 slim, I would love to get this please."
10008,PlayerUnknownsBattlegrounds(PUBG),"How is banning #PUBG going to fix anything? All it's gonna do, is make everything worse. What do they expect people to do in this lockdown?"
6992,johnson&johnson,"By combining product #engagement #analytics, #digitalsignage content can now be continuously optimized.  Learn how Johnson & Johnson drove 38% sales lift in beauty and 62% sales lift in OTC.

Learn more: buff.ly/3fCQuPt https://t.co/H09PgAdlCk"
10596,RedDeadRedemption(RDR),Red dead redemption 2 #RDR2 #letsplay #playthrough youtu.be/JoysFxH2r9o
790,ApexLegends,"⁦@Respawn⁩ ⁦@PlayApex⁩ #singing

Check out We dont like your singing twitch.tv/videos/5636940…"
10722,RedDeadRedemption(RDR),"Thanks @RockstarGames , you're rock stars!  #RedDeadRedemption pic.twitter.com/ztc25UcGRl"
1714,CallOfDutyBlackopsColdWar,I know I trash BO1 multiplayer any chance I get but in all honesty I wouldn’t mind a Black Ops remaster. Nothing could ever be as worse as MW2019. Get to work on it...
4650,Google,"It's great that big companies can't do everything... Otherwise today we would have had yellow pages, Yahoo. #Google wouldn't have been able to give us all the cool product thinking. The optimist in me says @zoom_us is a disrupter and there are many more.. #GoogleMeet @airmeet_com"
11957,Verizon,Old lady threatened me and said she was going to cancel her Verizon service because I told her we dont work on computers and cant fix it......like bro what🤣🤣
6795,Fortnite,"Hi @FortniteGame 

I get that you wont remove SBMM in pub games, that's okay. 

But WHY THE FUCK do you insist on putting absolute shitters on my team?? 

Wtf."
5716,HomeDepot,@HomeDepot I slightly hate y’all for wasting my time at 2 stores this morning
1106,AssassinsCreed,The newest assassins creed looks so FREAKING SICK AND I CANNOT WAIT.
10115,PlayerUnknownsBattlegrounds(PUBG),"@PUBGMOBILE 
 ा  #Cheaters #PUBGMOBILE 
Ban this random playre his killed me and my clan teammate  .... I report pubg mobile in game plese strict action against cheater .... pic.twitter.com/CpYYO6kCBZ"
4951,GrandTheftAuto(GTA),This is so cool!
6407,Fortnite,"It is ABSOLUTELY RIDICULOUS that prop hunt is not in fortnite anymore. 

The utter DISAPPOINTMENT smh

@JakeStateFarm @FortniteGame @KimKardashian"
9494,Overwatch,ryan makes me feel like such a baby i love it i love him so much i just wanna feed him a burrito bowl and hold his hand and suck him off while he plays overwatch and go on cute culvers dates w him AAAAHHH im in fucking LOVE
12487,WorldOfCraft,"this is the current status on the gold making, monthly token purchased if i dont find a stable source of income this will be bad in 3 months mithril and flamebloom were broke  by some sellers #Warcraft! pic.twitter.com/l7XmqXWpZ0"
3929,Cyberpunk2077,This looks kinda clean!
6137,FIFA,“sick of sidemen stans” oh you mean the people who called you out on your bullshit when you were too fucking lazy to post IMPORTANT petitions and to speak up and spread awareness for an important movement? but you had the time to post about fucking fifa and acted as if you +
7357,LeagueOfLegends,Bravo @riotgames always know how to get me hyped for the @LeagueOfLegends ranked season super excited💯
1431,Battlefield,"Flank with 9 kills #battlefieldV  #BFV #PS4share

store.playstation.com/#!/tid=CUSA005… https://t.co/aUOvyejztc"
659,ApexLegends,Haha bet you by 4 points @DigitalNutter87 in ranked 😂😂😂😂😂      #ApexLegends #XboxShare pic.twitter.com/ZpRCTBdtvT
3421,Facebook,WHY DOES IT HAVE THREE VERSIONS WTF 😭😭😭😭
3602,Cyberpunk2077,"#RTXOn
@Miki21144689 have no one else ^^ but i have a brother, who would be very happy about it, so again #RTXOn @nvid"
10439,RedDeadRedemption(RDR),Red Dead Redemption 2 + Street Fighter V + Cyberpunk 2077 + Resident Evil 3 Remake + Dying Light 2 wn.nr/TXKg9n
6055,FIFA,"Former Arsenal and West Ham player Alex Song has taken his case to FIFA after being sacked by FC Sion.

The 32-year-old was one of nine players to lose his job when the Swiss side proposed reducing the wage bill of the first team as an emergency measure during the coronavirus"
11244,TomClancysRainbowSix,"Absolutely love my amazing sister who has made me this absolutely incredible #Dokkaebi bookmark 😍
#RainbowSixSiege #R6S pic.twitter.com/WR604R9u5s"
775,ApexLegends,@PlayApex  can you guys please fix the disconnect reconnect issue it really sucks getting penalized in ranked for a disconnect and dying you need invincibility or something we’re you can get killed cuz it’s really bullshit
5536,Hearthstone,"THIS IS INSANE!!!!!!!!!!!!!!!!!!!!

WHAT WHAT WHAT WHAT WHAT"
11577,TomClancysRainbowSix,Happy to be back doing what I love :))
1694,CallOfDutyBlackopsColdWar,FUCKING FINALLLLYYYYYYYYY
11760,Verizon,The iPhone 12 needs to hurry up cause I need to get it with @Verizon cause @sprint is trash ever since the merger with @TMobile! Like my speed is from the Middle Ages!! #iPhone12
1760,CallOfDutyBlackopsColdWar,"Another successful stream last night full of laughs & fun while counting down to @CallofDuty COLD WAR ALPHA!! HUGE thanks to all our new subscribers & everyone for the generous donations!! Back at it again this Sunday, don't miss out!! #CallOfDutyBlackOpsColdWar #BlackOpsColdWar pic.twitter.com/yxNVyvwPNl"
1088,AssassinsCreed,"Assassin's Creed III
I loved the opening! It makes you want to play the games before it! I will enjoy this more when I beat the other ones 1st! pic.twitter.com/oKwZXbNWXw"
10777,RedDeadRedemption(RDR),"""Take a chance that love exists and do a loving act""- Red Dead Redemption 2 giving life advice in the middle of a pandemic"
9664,PlayStation5(PS5),All these memes of man beggin there girls for Ps5’s are so pathetic 😂
12831,Xbox(Xseries),@XboxP3 delay the Xbox Series X what’s the point now that Halo has been delayed.
11783,Verizon,"@FredTJoseph hey fred, Comcast cut the cable and now Verizon stays calling me to shut that too pic.twitter.com/CPWSrmueDg"
3993,Cyberpunk2077,"You know how you buy consoles for specific games, I dead ass bought this card so that I can get the absolute best experience from @CyberpunkGame I want to absolutely immerse myself in this game. @NVIDIAGeForce ray tracing, all of that, I want it all. pic.twitter.com/neA45IHUvo"
8174,Microsoft,#Indigo Urgent Care looks to Microsoft Teams and Microsoft’s Power Platform to help deliver quality care and world-class patient experience lnkd.in/eAzWmuB
4734,Google,"@MerlynJD Merlyn, See seriously quirky trio? “LOVE’S POST JOURNAL . . . TOO . . . TOO MUCH.” Rik Love writes his diary as a series of shorts after turning 80—at post time. Rik, his kin and friends are weird, goofy, totally odd characters. Google and enjoy! Riklove.com https://t.co/hE3730tcmH"
4371,CS-GO,"CSGO matchmaking is so full of closet hacking, it's a truly awful game."
4291,CS-GO,It's our pleasure H
4626,Google,Why Google sucks: Google regulates undocumented workers by misinforming white surpemacy
9496,Overwatch,Don’t tweet much but here’s what I’ve been up to on the island. Not playing much #overwatch anymore but great fun watching and building the comp lounge. 4v4 though... #ACNH #owl #AnimalCrossing https://t.co/Hnq6uYO8iq
10091,PlayerUnknownsBattlegrounds(PUBG),"HOW TO IMPRESS INDIAN GIRL
sahilyaduvanshi.in/love-at-first-…
#impressgirl #mrfaisu #fairness #raipur #chhattisgarh #chomic #boy #mridul #faisu #faisusquad #tiktok #tiktokmemes #impressgirlfriend #memes #pubg #skincare #urvashirautela #workout #ptlife #fair #fairskin #love"
5074,GrandTheftAuto(GTA),hella good options and i loved all of these games but I gotta go with GTA 4 pic.twitter.com/DCuTj9qa8O
4811,GrandTheftAuto(GTA),Grand Theft Auto 5 (EU) for a good Price g2a.com/r/quicksellgta
10412,RedDeadRedemption(RDR),"Red Dead Redemption 2 Load Times
Xbox Series X: 38 Seconds
PS5: 10-12 Seconds
#XboxSeriesX #PS5 Yet again Sony still have the better machine"
7306,LeagueOfLegends,@IngameLeader is a social enterprise that uses esports to help at-risk-youth 'get off the streets' & improve their mental health 🥰 - Throw some love their way by following them!  #esports #csgo #LeagueOfLegends #FollowTheIngameLeader
8544,NBA2K,Wow @NBA2K y’all gotta do something about this
6,Amazon,Love Speculative Fiction? #Win a $100 #Amazon #GiftCard in this #Facebook & #Twitter #Giveaway via @sffbookbonanza: rafflecopter.com/rafl/display/a…
12806,Xbox(Xseries),Pretty cool to see the next gen games being announced and stuff. I’m more excited to see how the official #PS5 and #XboxSeriesX logos look on marketing graphs.
11463,TomClancysRainbowSix,"@Ubisoft @Rainbow6Game look at those hacks, let’s get this guy banned, his username is BrownManKiller pic.twitter.com/6D7LKsmvV2"
8131,Microsoft,Whoever created the “undo” button on Microsoft Word is a genius
12720,WorldOfCraft,So much for Draenor flying. 😂
3329,Facebook,"Whenever I feel a bit low, The Uncool Club's Facebook group always manages to cheer me up. What a wonderful group of humans 🥺

(If you wanna join, feel free! Everyone is welcome ❤️ facebook.com/groups/6127272…)"
8360,Microsoft,#Azure Microsoft unlocks the full potential of the smart building ecosystem azure.microsoft.com/blog/microsoft…
10595,RedDeadRedemption(RDR),I won 5 achievements in Red Dead Redemption 2 for 117 TrueAchievement pts trueachievements.com/gamer/Yoneko
4377,CS-GO,"Casting this weekend again!

Excited who will get point and climb up that ladder for @ItsTheNumberOne 🔥"
8431,NBA2K,@NBA2K game sucks... down by 2 with 38 seconds left and my team intentionally fouls
7281,LeagueOfLegends,This doesn't even make sense
8558,NBA2K,#nba2k is a fucking joke
7384,LeagueOfLegends,League of Legends taught me to come to terms with my own disappointing third novel
3764,Cyberpunk2077,"Free Cyberpunk 2077 Stick Bug over here
youtu.be/rsHt9rTahgg
#Cyberpunk2077 #stickbug #cyberpunk https://t.co/GzMpgSpygq"
5149,GrandTheftAuto(GTA),Mori😻😻😻😻
9864,PlayStation5(PS5),"I don't know what you people have been doing on this app, but I told someone I'd buy my own PS5 and now she's insulting me. :/"
2751,Borderlands,"Congratulations to Borderlands Research Institute for their recent grant in the amount of $80,000 from PCQC. BRI is dedicated to the study of Montezuma quail in the Trans-Pecos region in order to better understand its population projection. #quailhunting #quailconservation pic.twitter.com/JgjgyBt4U1"
8486,NBA2K,Yo @NBA2K fuck your fake ass garbage ass game
4018,CS-GO,"1. buy CS:GO or TF2 item off SCM

2. enjoy it for 1 week

3. want something else

4. sell that item (lose money cuz valve fees)

5. buy new item

6. repeat until money gone"
2480,Borderlands,I am so exhausted from work this week so probably no borderlands stream today i’m SO SORRY 😭
6725,Fortnite,This guy is fucking cracked holeeee
1792,CallOfDutyBlackopsColdWar,bruuuhhh wtf is wrong with these gay ass pc players
8917,Nvidia,"Shipped first GPU-enabled production code through #bravetools! #LXD  makes it easy to passthrough host hardware and @nvidia drivers, while bravetools abstracts configuration and makes it easy to automate for all future releases 🚀 #AI #devops #OpenSource 

github.com/bravetools/bra… https://t.co/92K5MYIaXx"
8821,Nvidia,"Amazing deal for you!

Lenovo Legion Y540 9th Gen Intel Core i5 15.6 inch FHD Gaming Laptop (8GB/512GB SSD/NVIDIA GTX 1650 4GB Graphics/Windows 10/Black/2.3Kg),81SY00CKIN for just Rs. 69990.0 from Amazon

Shop Now!
ekaro.in/enkr2020091846… https://t.co/wG6Qt6d7fs"
5265,Hearthstone,Joe Buck is excited when  Hearthstone
3769,Cyberpunk2077,"Such a shame, but knowing CD Projeckt Red and what they did when they delayed The Witcher 3, it'll be more than worth the wait."
7094,johnson&johnson,Johnson & Johnson Covid-19 vaccine study paused due to unexplained illness in participant statnews.com/2020/10/12/joh…
9699,PlayStation5(PS5),I’m gonna say this again @imjustbait is the funniest meme page ever 😌
2165,CallOfDuty,"Late night stream with the boys! Come watch some warzone runs as we struggle to get a dub! #warzone #callofduty #battleroyale #facebookgaming 

Facebook.com/YetiCasual instagram.com/p/CEYfcX0heDs/…"
6569,Fortnite,I haven’t watched the NBA in quiet some time. I’ve actually boycotted it most of the year because of the Hong Kong fiasco. But @Dame_Lillard may just bring me back. ITS LIKE HE IS ON A FORTNITE HEATER.
10844,TomClancysGhostRecon,"@GhostRecon There has been a sound issue since the latest update, when playing with friends, you can hear their weapons when they are firing them, just clicking sounds or no sounds at all. Please fix:)"
2734,Borderlands,surprise i still love #borderlands ' jack pic.twitter.com/hAuwN4M4pS
8619,NBA2K,@NBA2K: REALLY you guys won't give the old retired players $1000000 a year and you guys are making a killing on this game no wonder Charles Barkley and other NBA stars are missing from the game every year it doesn't make any sense youtu.be/k8iYgGFzs4E
11149,TomClancysGhostRecon,@GhostRecon please fix the MOUNTAIN-00016 error. Its been 3 hours already.
9467,Overwatch,I’ll never understand how people enjoy overwatch
807,AssassinsCreed,Just finished Assassins Creed Odyssey through @Shadow_Official @Shadow_NA from the beginning to the end. Thanks for the amazing gaming experience on your service 👏
5921,HomeDepot,@UPS 2 bad she was not n place wen ups cust reps decided 2oss my $1600 last nov 2019! Wen ur reps won't do something 2 a oid disaster ur. Rand integrity s called n2 question. Trust means a lot. 2 mo ths disability benefit!
6906,johnson&johnson,"“These niggers are people too!”

-Johnson & Johnson"
1154,AssassinsCreed,[PS4] | Assassins Creed Syndicate First Playthrough | Positive Vibes | Road To 800 Followers | live at twitch.tv/xklausmikaelso…
5515,Hearthstone,I miss when Hearthstone was simpler
855,AssassinsCreed,I actually really liked Assassin’s Creed 1
3634,Cyberpunk2077,"""A delayed game is eventually good, but a rushed game is forever bad."" - 

Shigeru Miyamoto
Video Game Design Legend

Devs of #Cyberpunk2077, please take care of yourselves. This is a game we have waited years for, a few more weeks won’t hurt."
8371,Microsoft,"This official Microsoft Trailer of #microsoftflightsimulator is simply stunning. Wow! I have to upgrade my PC asap
youtube.com/watch?v=gKIBNs…"
833,AssassinsCreed,finally completed assassin's creed odyssey so now comes the best part of finishing anything: reading the tvtropes page
11248,TomClancysRainbowSix,@Rainbow6Game @SpearheadBeer best combination for enjoying the Pro-leagues before I head to Montreal to see the finals live. pic.twitter.com/O5gX0vf2Gz
7299,LeagueOfLegends,"Congratulations to our very own @JulienMid and @Value247 for being selected on Team @Yassuo for the upcoming League of Legends Twitch Rivals! 🔥

Will Value secure the three-peat? Will Julien pick up his first championship? Find out next week! 👀

#MUWIN // @TwitchEsports pic.twitter.com/PMbu3fiBOJ"
6772,Fortnite,Fuck I missed this
9229,Overwatch,Never in my life have i ever fealt this fed up over a game that wasnt overwatch
2414,Borderlands,"One of our own @ProfZeroo is live w/ @borderlands 3‼️ 🤘😄🤘 

Catch him here: buff.ly/2WmmiP5 

Say ""Streamer Shouts"" in chat for a chance to be in a coming
@streamer_shouts Shout Out❗️

#twitch #stream #Borderlands3 https://t.co/dC7ptjMyFM"
5984,HomeDepot,@dbongino And real quickly as I have to run to Home Depot and touch everything with my rubber gloves of course. But 7 days ago they predicted in the US up to 2 million deaths do to Covit19. 3 days after that they said 100 to 200 thousand. And a rate of death at less than 2%.
10429,RedDeadRedemption(RDR),"My favourite 4 games
God of War
Red Dead Redemption 2
Uncharted 1
Rise of the Tomb Raider"
7664,MaddenNFL,"Still stuck on this madden.  Forgot i was streaming while working 😂😂😂@MoBeSoSlim  @MissFoxxybrown @yeynotgaming @Bink_GGAB @Refuse2HoldBack @good2be_ATaylor 

Im tryna play yard tho who down?"
7023,johnson&johnson,"Johnson&Johnson to stop selling baby powder in US.
The firm faces thousands of lawsuits that its talc products caused cancer.
It said in Oct that its testing had found no asbestos in its Baby Powder after tests conducted by USFDA discovered trace amounts.
bbc.co.uk/news/business-…"
7829,MaddenNFL,One of the MANY reasons why Madden is a sorry ass game.
12946,Xbox(Xseries),"#XSXFridgeSweeps The most powerful fridge in the world, is a beast!"
4554,Google,Why Google sucks: Google white-washes uniformed publics by categorizing bias
11020,TomClancysGhostRecon,This is how much I enjoy #ghostreconbreakpoint and #division2 I love the lore of both titles. #gaming #gamebooks instagram.com/p/B9feINlnn1U/…
6056,FIFA,"The Nigeria national team has been ranked as the 29th best team in the World and 3rd in Africa in the latest FIFA World rankings. 🇳🇬🦅

It's the first time the team has made the top 30 since May 2013. @ Kano, Nigeria instagram.com/p/CFPZvTOn8Ab/…"
1110,AssassinsCreed,fucking dope. might actually pick it up again
1908,CallOfDutyBlackopsColdWar,"Seems like #Playstation has the marketing deal for #CallOfDutyBlackOpsColdWar 

Feels good to be treated well by Playstation 🙌"
832,AssassinsCreed,"Old screencaps from Assassin's Creed Odyssey when I found the wonder woman armour for Kassandra, and this nightmare of a horse.. pic.twitter.com/7shmVBGSV9"
3364,Facebook,"I mentioned on Facebook that I was struggling for motivation to go for a run the other day, which has been translated by Tom’s great auntie as ‘Hayley can’t get out of bed’ and told to his grandma, who now thinks I’m a lazy, terrible person 🤣"
3263,Facebook,Wow
1495,Battlefield,Thank you to everyone who joined me on my kerfuffle of a stream tonight. Monster hunter then battlefield then back to monster hunter. Jeez my teammates need to make up their minds lmao #twitch #MonsterHunterWorld #battlefield4 #swordandshieldonlychallenge
9149,Nvidia,The Nvidia Shield is my daily driver but I like to recommend the Roku platform as it has nearly universal app compatibility.
9361,Overwatch,NYUMMM DELICIOUS FINALLY SOME GOOD CONTENT NYUMM THE SKINS THE ASHER
7004,johnson&johnson,"Covid19 Vaccine: Big shock to Corona vaccine, Johnson & Johnson stops all trials thekhabarbharat.com/india-english/…"
5429,Hearthstone,"Holy smokes I'm really enjoying my Libram Paladin ONLY deck!

youtu.be/Xjo21NvyWQA

#hearthstone #YouTube #twitch #paladin #blizzard"
5333,Hearthstone,"Playing through the second week of Galakrond's Awakening. Still no decent internet, but maybe later this week. twitch.tv/old_guardian #Hearthstone #Twitch"
3061,Dota2,"Pls guys stop, I'm tired to give you more like of these 🤣🤣🤣"
3029,Dota2,Dota 2 making league of legends look good rn
11440,TomClancysRainbowSix,All most got that ace in ranked #xboxclips #RainbowSixSiege #clutchwin clutch.win/posts/breezier…
7205,LeagueOfLegends,@IISirPootnickII  computer having some issues may die at any point. Going to chance a steam anyway. Cant sign into steam so be playing some @LeagueOfLegends  while we keep trying to get on. twitch.tv/iisirpootnickii #LootGoblinGaming #LeagueOfLegends
979,AssassinsCreed,Eivor can crush me with her thighs
7879,MaddenNFL,Love starting my day on twitter getting blessed by this Demon 🐺🔥
279,Amazon,"@NyxJacob Thanks for entering Grand Summoners #OnePunchMan #instantwin #sweepstakes 🎉

Watch the video to see if you won a $100 Amazon gift card! ✨Retweet every day for another chance to win!🌟

Play GS Global now for a FREE ★5 One Punch Man Unit!👊 https://t.co/WDX2C4Vy6u"
4020,CS-GO,s1mple - The BEST CS:GO Player In The World! - HLTV.org's #1 Of 2018 youtu.be/NnOA1e3myaQ @YouTubeより
11653,Verizon,"Trump reportedly clashes with AT&T, Verizon, and T-Mobile over spam texts so make an AI to filter this as everyone hates spam in every single thing. theverge.com/2020/7/23/2133…"
6029,FIFA,Fifa 20 is the worst fifa of all time!
3206,Facebook,Why would you fuck your way to the bottom exactly?
3558,Facebook,"Update: Chase emailed me from an anonymous email telling me a close friend showed him my facebook post, that he didn’t know he was doing this, and asked me to take these down. As if another outreach from a random email is not also creepy. No. I’m not taking it down."
5464,Hearthstone,Yogg Saron’s Puzzle Box is quite possibly my favorite card in the game.  Secrets and Puzzle Box make for truly crazy insane WTF moments.  So fun even when it’s a shitshow.  🤣 #Hearthstone
3488,Facebook,"Congratulations to all nominees, including our leader Amy Hall, for their Award of Excellence nomination! 

The 37th Annual #AWMDFWGALA is going virtual on Facebook and YouTube Live this October 8th from 6-7PM to celebrate the fantastic work of our media community. pic.twitter.com/5WgCeXRPAy"
